Grain ID,Spectrum Counts,EDS Normalised,Porosity,Roughness,Area µm²
19143,9481,Ti 36.7%;  Fe 32.45%;  O 30.25%;  Mn 0.43%;  V 0.17%;  C 0%;,0.21,1.09,9750.97
19144,9249,Ti 36.57%;  O 32.7%;  Fe 24.38%;  Mn 6.35%;  C 0%;,0,1.07,290.87
19145,9181,Ti 34.98%;  O 29.6%;  Fe 28.01%;  Mn 7.41%;  C 0%;,0,1.01,173.14
19146,9144,Ti 41.35%;  O 32.29%;  Fe 21.77%;  Mn 4.58%;  C 0%;,0,1,131.58
19147,7040,O 43.69%;  Fe 20.97%;  Al 18.89%;  Si 14.4%;  Mn 2.03%;  C 0%;,0,1.27,1869.86
19148,9311,Ti 33.96%;  O 30.36%;  Fe 25.95%;  Mn 9.41%;  Mg 0.28%;  V 0.04%;  C 0%;,0,1.2,491.7
19149,9383,Fe 34.69%;  O 33.72%;  Ti 31.59%;  C 0%;,0,1.5,31.16
19150,9383,Fe 34.69%;  O 33.72%;  Ti 31.59%;  C 0%;,0,1,110.81
19151,9360,Ti 33.5%;  O 31.49%;  Fe 25.63%;  Mn 9.38%;  C 0%;,0,1.46,2839.41
19152,9613,Ti 34.78%;  O 31.18%;  Fe 25.44%;  Mn 8.44%;  V 0.17%;  C 0%;,0,1.21,470.93
19153,9217,O 35.2%;  Ti 32.65%;  Fe 32.15%;  C 0%;,0,1.02,183.52
19154,9480,Ti 35.35%;  O 29.61%;  Fe 23.67%;  Mn 11.37%;  C 0%;,2.81,1.31,2278.46
19155,8543,Ti 49.28%;  O 37.01%;  Fe 12.49%;  V 0.67%;  Al 0.56%;  C 0%;,0,1.3,332.42
19156,8840,Ti 47.95%;  O 40.06%;  Fe 11.46%;  V 0.53%;  C 0%;,0,1.36,592.12
19157,9351,O 38.93%;  Ti 32.19%;  Fe 28.87%;,0,1.01,183.52
19158,9506,Ti 35.64%;  O 30.86%;  Fe 25.05%;  Mn 8.45%;  C 0%;,0,1,48.48
19159,9659,Ti 34.34%;  O 31.54%;  Fe 26.05%;  Mn 8.07%;  C 0%;,0,1,103.88
19160,8568,Ti 50%;  O 40.48%;  Fe 9.52%;  C 0%;,5.64,1.67,4695.42
19161,9264,Ti 37.86%;  O 34.17%;  Fe 19.51%;  Mn 8.45%;  C 0%;,0,1.4,893.38
19162,7354,Ti 42.39%;  O 34.54%;  Fe 18.15%;  Mn 2.81%;  Al 2.11%;  C 0%;,0,1.5,31.16
19163,8394,Ti 49.7%;  O 36.22%;  Fe 11.37%;  Mn 2.72%;  C 0%;,0,1.14,290.87
19164,9327,Ti 35.13%;  O 29.74%;  Fe 18.74%;  Mn 16.39%;  C 0%;,0,1.22,65.79
19166,9092,Ti 39.81%;  O 36.85%;  Fe 22.01%;  Mn 1.3%;  Al 0.03%;  C 0%;,0.4,1.09,24107.32
19168,8142,O 41.47%;  Fe 38.35%;  Al 9.52%;  Si 8.74%;  Ti 1.92%;  C 0%;,0,2.23,9529.35
19169,9169,Ti 36.48%;  O 35.24%;  Fe 27.72%;  Mg 0.56%;  C 0%;,0,1.08,15796.84
19170,8292,Fe 45.15%;  O 40.08%;  Al 7.56%;  Si 5.67%;  Ti 1.54%;  C 0%;,0,1.84,4304.14
19171,9092,Ti 38.74%;  O 34.84%;  Fe 26.21%;  V 0.21%;  C 0%;,0,1.12,8473.23
19173,9048,Ti 39.9%;  O 36%;  Fe 24.06%;  Al 0.01%;  V 0.01%;  C 0%;,0,1.05,17981.8
19175,8333,Ti 43.13%;  O 39.71%;  Fe 13.95%;  Al 1.65%;  Si 1.45%;  V 0.11%;  C 0%;,58.79,1.07,5277.16
19176,9137,Ti 40.77%;  O 34.49%;  Fe 23.84%;  Mn 0.9%;  C 0%;,0.57,1.51,7195.49
19177,9035,Ti 36.7%;  O 31.15%;  Fe 29.97%;  Mn 1.51%;  Pd 0.67%;,0,1.01,138.51
19179,9418,Ti 33.22%;  Fe 33.12%;  O 30.88%;  Mn 2.78%;  C 0%;,0.88,1.15,11679.69
19181,9133,Ti 35.64%;  Fe 33.43%;  O 29.43%;  Mn 1.51%;  C 0%;,0.75,1.05,11032.16
19183,9337,Fe 38.86%;  Ti 31.89%;  O 29.26%;  C 0%;,0,1.05,11104.88
19185,9655,Fe 71.54%;  O 27.5%;  Al 0.71%;  Ti 0.25%;  C 0%;,0,1.1,7946.9
19187,8274,Fe 75.29%;  O 20.86%;  Ti 2.23%;  Al 1.63%;  C 0%;,0,1.05,10623.57
19189,9370,Fe 35.7%;  Ti 32.48%;  O 30.52%;  Mn 1.29%;  C 0%;,0,1.14,9072.28
19191,9298,Ti 35.78%;  Fe 31.92%;  O 30.88%;  Mn 1.12%;  V 0.31%;  C 0%;,0,1.08,1024.96
19193,8597,Ti 49.72%;  O 39.09%;  Fe 10.63%;  V 0.56%;  C 0%;,25.09,1.6,7361.7
19194,9617,Ti 34.04%;  Fe 31.86%;  O 29.22%;  Mn 4.89%;  C 0%;,0.29,1.19,1173.86
19195,8997,Ti 36.09%;  O 33.51%;  Fe 29.45%;  Mn 0.94%;  C 0%;,0,1.07,453.61
19196,9601,Ti 33.76%;  Fe 31.74%;  O 30.47%;  Mn 4.03%;  C 0%;,0,0,6.93
19197,9437,Ti 35.22%;  O 31.3%;  Fe 30.2%;  Mn 3.27%;  C 0%;,0.72,1.26,474.39
19198,9601,Ti 33.76%;  Fe 31.74%;  O 30.47%;  Mn 4.03%;  C 0%;,0,0,3.46
19199,9601,Ti 33.76%;  Fe 31.74%;  O 30.47%;  Mn 4.03%;  C 0%;,0,0,3.46
19200,9398,Ti 38.48%;  O 31.87%;  Fe 26.52%;  Mn 3.14%;  C 0%;,0,1.3,1925.26
19201,8775,Ti 51.12%;  O 32.98%;  Fe 14.41%;  Al 0.85%;  V 0.64%;  C 0%;,0,1,96.96
19202,9572,Ti 33.05%;  O 28.97%;  Fe 28.35%;  Mn 9.62%;  C 0%;,0,1.03,197.37
19204,9579,Fe 35.11%;  Ti 33.96%;  O 30.13%;  Mn 0.59%;  Al 0.23%;  C 0%;,0,1.07,15125.08
19206,9438,Ti 36.33%;  Fe 35%;  O 28.22%;  V 0.45%;  C 0%;,0,1.07,17718.64
19208,9909,Fe 71.07%;  O 28.93%;  C 0%;,0.44,1.29,90497.68
19209,8081,Fe 63.45%;  O 29.58%;  Al 3.42%;  Ti 2.32%;  Si 1.22%;  C 0%;,0,1.4,1904.49
19211,9375,Fe 48.19%;  O 29.88%;  Ti 21.12%;  Mn 0.44%;  V 0.27%;  Al 0.09%;  C 0%;,0.05,1.9,64347.37
19212,9613,Si 53.51%; O 46.49%;  C 0%;,1.32,1.12,98531.15
19213,9738,Fe 59.89%;  O 30.26%;  Ti 9.75%;  Mn 0.09%;  C 0%;,0.43,1.67,90861.27
19214,9609,O 40.82%;  Fe 29.64%;  Ti 28.92%;  Al 0.62%;  C 0%;,18.88,2.28,3853.99
19215,8882,O 38.71%;  Fe 34.7%;  Ti 25.53%;  Al 1.05%;  C 0%;,0,1.67,1343.53
19216,8882,O 38.71%;  Fe 34.7%;  Ti 25.53%;  Al 1.05%;  C 0%;,0,1.04,353.2
19217,9225,Zr 54.84%;  O 30.94%;  Si 13.64%;  Na 0.59%;  C 0%;,0,1.03,661.38
19218,10643,Zr 55.47%;  O 30.78%;  Si 13.75%;  C 0%;,0,1.02,138.51
19219,8810,Ti 40.45%;  O 34.33%;  Fe 25.21%;  C 0%;,0,1.19,266.63
19220,10643,Zr 55.47%;  O 30.78%;  Si 13.75%;  C 0%;,0,1.15,24.24
19221,9210,O 39.57%;  Ti 36.1%;  Fe 24.33%;  C 0%;,0,1.02,266.63
19222,9167,Ti 36.11%;  Fe 33.18%;  O 30.7%;  C 0%;,0,1.08,33660.91
19223,9183,Ti 52.98%;  O 44.12%;  Fe 2.89%;  C 0%;,0,1.14,2742.46
19225,9774,Fe 72.19%;  O 27.81%;  C 0%;,0.47,1.13,29467.58
19227,9258,Ti 39.03%;  O 32.17%;  Fe 25.95%;  Mn 2.85%;  C 0%;,0,1.08,11350.73
19229,9137,Ti 38.29%;  O 34.64%;  Fe 23.61%;  Mn 3.45%;  C 0%;,0,1.06,2084.55
19231,9433,O 36.15%;  Ti 33.85%;  Fe 30%;  C 0%;,2.52,1.67,32185.8
19232,9221,Fe 45.55%;  O 43.86%;  Al 5.75%;  Si 2.48%;  Ti 2.37%;  C 0%;,0,1.05,498.63
19234,9265,Ti 34.13%;  Fe 32.32%;  O 32.22%;  Mn 1.33%;  C 0%;,0,1.09,2790.94
19236,9918,Fe 71.45%;  O 27.92%;  Al 0.63%;  C 0%;,0,1.11,1824.84
19238,8159,Ti 41.04%;  O 35.71%;  Fe 20.29%;  Al 1.7%;  Si 1.25%;  C 0%;,3.13,1.38,1610.16
19239,9801,Fe 72.94%;  O 27.06%;  C 0%;,0.77,1.55,128888.64
19240,7118,Fe 46.6%;  O 33.29%;  Al 10.39%;  Si 8.52%;  Ti 1.2%;  C 0%;,32.76,1.86,1343.53
19241,8531,Fe 73.37%;  O 22.37%;  Al 1.89%;  Ti 1.66%;  Si 0.71%;  C 0%;,0,1.05,69.25
19243,8303,O 42.45%;  Fe 34.07%;  Al 11.43%;  Si 9.12%;  Ti 2.94%;  C 0%;,0,1.22,4910.11
19244,9788,Fe 72.62%;  O 27.38%;  C 0%;,0,1.08,29325.61
19245,8552,O 44.33%;  Fe 28.07%;  Al 11.58%;  Si 9.94%;  Ti 6.08%;  C 0%;,0,1.15,3137.21
19247,9460,Ti 37.3%;  O 34.65%;  Fe 25.69%;  Eu 2.36%;  C 0%;,0,1.2,12676.95
19249,9331,Ti 38.55%;  O 34.41%;  Fe 27.04%;  C 0%;,0,1.05,9110.37
19251,9558,Fe 37.67%;  Ti 32.83%;  O 27.23%;  Mn 2.28%;  C 0%;,1.24,1.23,11537.72
19252,8675,Ti 52.49%;  O 39.58%;  Fe 7.94%;  C 0%;,3.05,2.81,11575.81
19253,8909,Ti 41.62%;  O 32.24%;  Fe 26.14%;  C 0%;,0,1.15,39104.28
19254,9544,Fe 36.4%;  Ti 35.12%;  O 27.62%;  V 0.86%;  C 0%;,0,1.37,17895.24
19255,9014,Ti 38.34%;  O 35.31%;  Fe 21.91%;  Mn 4.43%;  C 0%;,0,1.05,96.96
19256,9516,Ti 35.34%;  O 29.99%;  Fe 28.54%;  Mn 6.13%;,0,1.06,100.42
19258,9527,Fe 72.57%;  O 27.43%;  C 0%;,0,1.08,10000.28
19260,9723,Fe 34.49%;  Ti 32.86%;  O 31.01%;  Mn 1.64%;  C 0%;,0,1.07,12739.28
19262,9231,Ti 34.97%;  Fe 33.93%;  O 31.1%;  C 0%;,0,1.06,3338.04
19264,9611,Fe 36.34%;  Ti 32.73%;  O 28.91%;  Mn 2.02%;  C 0%;,1.68,1.27,34249.57
19266,9565,Ti 35.24%;  Fe 34.06%;  O 30.7%;  C 0%;,0,1.07,8171.97
19268,9472,Ti 36.76%;  O 33.02%;  Fe 27.73%;  Mn 2.49%;  C 0%;,1.98,1.18,4792.38
19270,9203,Ti 40.06%;  O 34.52%;  Fe 25.42%;  C 0%;,0,1.07,15052.36
19272,8403,Ti 50.51%;  O 35.56%;  Fe 13.94%;  C 0%;,6.81,1.83,6018.17
19274,9510,Ti 33.8%;  Fe 31.89%;  O 30.88%;  Mn 3.43%;  C 0%;,1.32,1.58,12784.29
19275,9076,Ti 54.39%;  O 41.87%;  Fe 3.74%;  C 0%;,0,1.13,450.15
19277,9216,Ti 35.37%;  O 32.42%;  Fe 29.97%;  Mn 2.24%;  C 0%;,0,1.07,17441.62
19361,9313,Ti 43.29%;  O 36.29%;  Fe 20.41%;,0.15,1.16,20651.55
19392,9248,Ti 35.03%;  Fe 33.76%;  O 31.22%;  C 0%;,0,1.06,45347.53
19394,9382,Ti 37.14%;  Fe 32.93%;  O 29.93%;  C 0%;,0,1.07,21884.27
19395,9099,Ti 47.33%;  O 37.52%;  Fe 15.15%;  C 0%;,0,1.09,4830.47
19396,9171,Ti 38.1%;  O 32.22%;  Fe 29.68%;  C 0%;,0,1.18,6388.68
19399,9396,Ti 35.61%;  Fe 33%;  O 31.39%;  C 0%;,0,1.06,3469.63
19416,8681,Ti 40.71%;  O 36.03%;  Fe 23.26%;  C 0%;,0.78,1.05,11451.15
19418,9414,Fe 61.59%;  O 29.94%;  Ti 8.47%;  C 0%;,0.96,1.14,83537.65
19419,9429,Fe 49.72%;  O 39.69%;  Ti 10.59%;  C 0%;,0,1.47,692.54
19420,8653,O 46.46%;  Al 21.1%;  Si 21.1%;  K 8.31%;  Fe 2.24%;  Na 0.79%;  C 0%;,0,1.09,470.93
19422,8541,Fe 50.49%;  O 39.43%;  Al 6.02%;  Si 4.05%;  C 0%;,55.47,4.06,19727.01
19423,9221,Ti 38.56%;  O 30.56%;  Fe 27.18%;  Mn 3.69%;  C 0%;,0,1.17,14134.74
19424,9365,Ti 34.36%;  Fe 34.04%;  O 31.57%;  Mn 0.03%;  C 0%;,0.17,1.1,137611.19
19425,9234,Ti 35.12%;  O 33.23%;  Fe 31.65%;  C 0%;,1.44,1.47,6651.85
19426,9171,Ti 42.06%;  O 41.29%;  Fe 16.65%;  C 0%;,0,1.06,273.55
19427,10705,O 52.1%;  Si 46.41%;  Sn 1.5%;,0,1.01,259.7
19428,8990,Ti 47.64%;  O 38.83%;  Fe 13.52%;  C 0%;,0,1.5,31.16
19430,6500,Fe 67.88%;  O 26.26%;  Al 3.89%;  Si 1.15%;  Na 0.82%;  C 0%;,1.51,1.98,4518.82
19431,9504,Ti 35.2%;  Fe 34.61%;  O 30.01%;  Mn 0.19%;  C 0%;,0,1.12,90061.38
19432,6524,Fe 64.96%;  O 29.35%;  Al 4.17%;  Si 1.52%;  C 0%;,0,1.33,2538.16
19433,8300,Fe 66.02%;  O 27.79%;  Al 3.16%;  Ti 2.18%;  Si 0.85%;  C 0%;,0,1,69.25
19435,8832,Ti 53.71%;  O 36.09%;  Fe 9.44%;  V 0.43%;  Mn 0.34%;  C 0%;,2.73,2.59,18158.4
19436,9535,Ti 35.93%;  Fe 33.1%;  O 30.97%;  C 0%;,0,1.08,14387.52
19437,9509,Ti 36.17%;  Fe 31.91%;  O 30.43%;  Mn 1.49%;,0,1.07,8234.3
19438,9448,Fe 35.11%; Ti 33.92%;  O 29.76%;  Mn 1.11%;  V 0.11%;  C 0%;,1.04,1.51,60064.01
19439,9043,Ti 42.48%;  O 31.9%;  Fe 18.7%;  Mn 6.77%;  Al 0.15%;  C 0%;,0,1.4,41.55
19440,8924,Ti 42.08%;  O 35.47%;  Fe 21.15%;  Mn 1.3%;  C 0%;,0,1,51.94
19441,9490,Fe 39.55%;  O 37.51%;  Ti 22.94%;  C 0%;,0,1.11,7437.88
19442,9607,Ti 35.65%;  Fe 34.15%;  O 26.89%;  Mn 3.31%;  C 0%;,0,1.01,124.66
19443,9444,Ti 39.05%;  O 33.7%;  Fe 22.6%;  Mn 4.66%;  C 0%;,0,1.5,31.16
19444,9328,Ti 38.1%;  O 31.44%;  Fe 28.71%;  Mn 1.75%;,5.15,1.25,11042.55
19446,9387,Ti 36.34%;  O 31.97%;  Fe 31.69%;  C 0%;,0,1.07,20412.62
19448,8093,Ti 52.04%;  O 36.34%;  Fe 11.18%;  V 0.44%;  C 0%;,3.12,1.05,10547.39
19450,9581,Fe 72.86%;  O 27.14%;  C 0%;,0.33,1.09,40330.07
19452,9613,Ti 35.11%;  Fe 33.74%;  O 30.64%;  Mg 0.42%;  V 0.09%;  C 0%;,0.7,1.08,19751.24
19454,9153,Ti 33.93%;  Fe 33.46%;  O 30.75%;  Mn 1.86%;  C 0%;,1.04,1.69,43571.16
19455,8102,Ti 34.97%;  Fe 31.65%;  O 29.16%;  Mn 3.7%;  Al 0.52%;  C 0%;,0.35,1.57,5980.08
19456,8756,Ti 55.17%;  O 41.8%;  Fe 3.03%;  C 0%;,1.52,3.28,2687.06
19457,8786,Ti 55.33%;  O 41.75%;  Fe 2.92%;  C 0%;,0,1,41.55
19458,8786,Ti 55.33%;  O 41.75%;  Fe 2.92%;  C 0%;,0,1,24.24
19459,8786,Ti 55.33%;  O 41.75%;  Fe 2.92%;  C 0%;,0,1,27.7
19460,9082,Ti 36.99%;  O 32.23%;  Fe 30.78%;  C 0%;,0,1.08,56023.03
19461,8786,Ti 55.33%;  O 41.75%;  Fe 2.92%;  C 0%;,0,1,10.39
19462,8786,Ti 55.33%;  O 41.75%;  Fe 2.92%;  C 0%;,0,1,6.93
19463,8786,Ti 55.33%;  O 41.75%;  Fe 2.92%;  C 0%;,0,1.04,27.7
19464,8786,Ti 55.33%;  O 41.75%;  Fe 2.92%;  C 0%;,0,0,3.46
19465,8786,Ti 55.33%;  O 41.75%;  Fe 2.92%;  C 0%;,0,1.18,446.69
19466,9597,Fe 67.87%;  O 28.62%;  Ti 3.51%;  C 0%;,0,1.08,16132.72
19468,9043,Ti 33.55%;  O 31.78%;  Fe 31.72%;  Mn 2.95%;  C 0%;,0.31,1.06,8881.83
19470,9055,Fe 67.78%;  O 29.51%;  Al 2.2%;  Ti 0.51%;  C 0%;,1.18,1.09,19443.06
19472,9114,Ti 35.15%;  Fe 32.97%;  O 31.77%;  Mn 0.11%;  C 0%;,1.67,1.09,24401.65
19473,8510,Ti 45.48%;  O 36.96%;  Fe 16.63%;  Al 0.92%;  C 0%;,0,1.25,190.45
19475,9199,Ti 34.38%;  Fe 33.28%;  O 30.63%;  Mn 1.7%;  C 0%;,0.06,1.12,27798.56
19477,8683,Ti 40.43%;  O 34.95%;  Fe 24.62%;  C 0%;,2.18,1.09,28238.32
19479,9195,Fe 35.12%;  Ti 32.53%;  O 30.62%;  Mn 1.73%;  C 0%;,0,1.05,6921.94
19481,9094,Ti 35.93%;  Fe 32.35%;  O 29.57%;  Mn 1.64%;  V 0.52%;  C 0%;,0,1.06,15055.82
19483,9205,Ti 40.75%;  O 35.29%;  Fe 20.64%;  Mn 3.32%;  C 0%;,0,1.05,10575.09
19485,9560,Ti 35.15%;  Fe 32.38%;  O 31.88%;  V 0.59%;  C 0%;,0.3,1.29,16347.41
19487,9635,Ti 36.17%;  Fe 31.55%;  O 29.65%;  Mn 2.63%;  C 0%;,0,1.07,211.22
19489,9482,Ti 35.41%;  Fe 34.88%;  O 29.71%;  C 0%;,1.51,1.23,18535.84
19491,9347,Ti 39.41%;  O 37.01%;  Fe 23.58%;  C 0%;,0,1.08,16392.42
19493,8631,Ti 42.69%;  O 32.6%;  Fe 23.13%;  Al 1.16%;  Zr 0.42%;  C 0%;,0,1.07,16049.62
19495,9272,Ti 38.18%;  O 32.82%;  Fe 27.04%;  Mn 1.96%;  C 0%;,0,1.08,6693.4
19497,9536,Fe 63.29%;  O 28.86%;  Ti 7.85%;  C 0%;,1.19,1.2,4598.47
19498,8684,Ti 54.11%;  O 43.03%;  Fe 2.22%;  V 0.65%;  C 0%;,2.68,3.02,8487.08
19499,9362,Ti 38.24%;  O 31.85%;  Fe 23.89%;  Bi 3.98%;  Mn 2.04%;  C 0%;,0,1.24,6215.55
19500,9235,Ti 34.72%;  O 34.61%;  Fe 30.68%;  C 0%;,0,1.29,10474.67
19502,9403,Fe 35.41%;  Ti 35.09%;  O 28.11%;  Mn 1.39%;  C 0%;,0,1.07,11139.51
19504,9426,Ti 33.47%;  O 32.45%;  Fe 30.6%;  Mn 3.48%;  C 0%;,0,1.13,42587.76
19506,7753,Ti 60.7%;  O 33.12%;  Fe 5.64%;  V 0.53%;  C 0%;,3.58,2.19,8874.9
19507,9328,Ti 36.64%;  O 30.39%;  Fe 24.35%;  Mn 8.62%;  C 0%;,0,1.07,391.29
19508,9399,Ti 32.39%;  O 28.74%;  Fe 26.23%;  Mn 11.81%;  Pd 0.84%;  C 0%;,0,1.08,238.93
19509,8716,Ti 42.8%;  O 35.4%;  Fe 18.2%;  Mn 3.6%;  C 0%;,0,1.12,571.35
19510,9207,Ti 36.12%;  O 29.82%;  Fe 23.01%;  Mn 11.04%;  C 0%;,0,1.07,173.14
19512,9635,Fe 60.52%;  O 30.15%;  Ti 9.33%;  C 0%;,0.31,1.34,10052.22
19514,9471,Ti 35.48%;  Fe 33.93%;  O 30.59%;  C 0%;,0,1.05,332.42
19516,7784,Fe 76.39%;  O 21.76%;  Al 1.85%;  C 0%;,7.93,2.84,15364
19518,9412,Fe 72.39%;  O 27.61%;,0,1.07,4730.05
19520,8985,Ti 33.91%;  O 33.6%;  Fe 32.49%;  C 0%;,0,1.17,7150.48
19613,9747,Fe 73.18%;  O 26.82%;  C 0%;,0,1.19,9518.96
19614,9186,Fe 61.72%;  O 30.86%;  Al 5.02%;  Si 2.41%;  C 0%;,2.15,1.55,20443.78
19616,9088,Fe 34.44%;  Ti 33.41%;  O 32.16%;  C 0%;,0,1.06,4255.66
19617,9102,Ti 35.89%;  O 35.46%;  Fe 28.65%;  C 0%;,0,1.06,10658.19
19646,9371,Ti 34.94%;  Fe 34.07%;  O 29.26%;  Mn 1.73%;  C 0%;,1.48,1.23,7829.17
19647,9494,Fe 73.52%;  O 26.48%;  C 0%;,0,1.14,4685.03
19663,9639,Fe 72.17%;  O 27.83%;  C 0%;,0,1.07,33532.79
19676,9623,Ti 34.65%;  O 31.74%;  Fe 31.43%;  Mn 2.18%;  C 0%;,0,1.06,16846.04
19695,9106,Ti 36.27%;  Fe 32.12%;  O 31.58%;  Mn 0.03%;  C 0%;,0,1.07,29834.63
19697,10306,Si 49.65%; O 49.59%;  Fe 0.66%;  Sr 0.1%;  C 0%;,0.03,2.01,11111.81
19698,9627,Fe 56.8%;  O 30.87%;  Ti 11.7%;  Zr 0.62%;  C 0%;,0,1.12,28335.28
19700,8683,Ti 41.93%;  O 34.67%;  Fe 23.4%;  Mn 0%;  V 0%;  C 0%;,5.83,1.22,25911.39
19701,8055,O 40.8%;  Fe 33.1%;  Al 13.55%;  Si 10.79%;  Ti 1.12%;  Na 0.34%;  K 0.3%;  C 0%;,12.5,1.04,1308.9
19702,8615,Fe 61.43%;  O 31.31%;  Ti 4.14%;  Al 2.11%;  Si 1.01%;  C 0%;,0,1.15,186.99
19704,9321,Ti 35.21%;  Fe 31.19%;  O 30.72%;  Mn 2.89%;  C 0%;,0,1.23,83049.41
19706,6246,O 47.12%;  Al 25.94%;  Fe 14.7%;  Si 12.25%;  C 0%;,0,1.12,574.81
19707,9000,Fe 65.81%;  O 29.62%;  Al 3.01%;  Si 1.45%;  Sb 0.1%;  C 0%;,2.7,1.88,84825.78
19708,6455,O 45.67%;  Al 26.37%;  Fe 14.82%;  Si 12.73%;  Ti 0.4%;  C 0%;,0,1.17,1821.38
19709,6867,O 44.87%;  Al 24.96%;  Fe 16.94%;  Si 13.22%;  C 0%;,2.05,1.39,4456.5
19710,9050,Fe 63.63%;  O 29.38%;  Al 3.55%;  Si 2.84%;  Na 0.59%;  C 0%;,4.4,1.48,21589.94
19711,6517,Fe 81.31%;  O 16.57%;  Al 2.12%;  C 0%;,16.61,1.48,2590.1
19712,4986,Fe 92.55%;  O 6.45%;  Al 1%;,0,1.03,186.99
19714,9383,O 32.91%; Ti 32.8%;  Fe 29.75%;  Mn 3.91%;  V 0.63%;  C 0%;,4,1.24,13043.99
19715,9666,Si 51.99%;  O 45.68%;  Ti 2.33%;  C 0%;,1.9,1.82,1073.44
19717,8876,Ti 38.91%;  O 35.81%;  Fe 23.91%;  Mn 1.35%;  Al 0.01%;  C 0%;,0,1.06,6638
19719,9491,Fe 72.1%;  O 27.9%;  C 0%;,0,1.1,3421.15
19721,9249,Ti 34.94%;  Fe 34.61%;  O 29.96%;  Na 0.5%;  C 0%;,0,1.1,4629.63
19723,9638,Fe 35.88%;  Ti 33.33%;  O 30.64%;  Bi 0.15%;  C 0%;,0,1.06,19359.96
19725,9557,Ti 35.74%;  Fe 32.57%;  O 31.63%;  Mn 0.07%;  C 0%;,0,1.05,21406.42
19727,9086,Ti 36.64%;  Fe 33.59%;  O 29.77%;  C 0%;,0,1.13,62525.99
19729,8922,Ti 42.54%;  O 35.3%;  Fe 20.69%;  Mn 1.46%;  C 0%;,0.63,1.14,9761.35
19731,9033,Ti 35.12%;  Fe 31.88%;  O 31.23%;  Mn 1.77%;  C 0%;,0,1.17,6257.1
19733,7898,Ti 58.55%;  O 27.43%;  Fe 13.42%;  Al 0.59%;  C 0%;,17.18,4.1,9750.97
19734,8873,O 37.33%;  Fe 32.22%;  Ti 26.77%;  Mn 2.71%;  Al 0.96%;  C 0%;,4.21,1.17,44429.91
19735,9131,Ti 35.93%;  O 29.8%;  Fe 26.27%;  Mn 8%;  C 0%;,0,1.3,1710.57
19736,9117,Fe 55.51%;  O 27.33%;  Ti 17.16%;  C 0%;,0,1.07,872.6
19738,9279,Ti 34.57%;  Fe 33.21%;  O 31.49%;  Mn 0.73%;  C 0%;,0,1.15,27099.1
19739,3527,O 37.28%;  Fe 32.1%;  Al 15.06%;  Si 13.83%;  Cl 1.73%;  C 0%;,0,1.84,1011.11
19741,8989,Ti 58.02%;  O 39.41%;  Fe 2.57%;  C 0%;,11.19,3.08,3050.64
19742,9323,Fe 34.29%;  Ti 33.33%;  O 30.05%;  Mn 1.8%;  Na 0.53%;  C 0%;,0,1.17,4567.3
19743,9364,Ti 35.7%;  Fe 31.46%;  O 30.4%;  Mn 1.91%;  V 0.53%;  C 0%;,0,1.14,6087.43
19744,9176,Fe 33.62%;  Ti 32.81%;  O 31.53%;  Mn 2.03%;  C 0%;,0,1.25,29568
19746,9678,Fe 35.76%;  Ti 32.87%;  O 31.37%;  C 0%;,0,1.07,14384.06
19748,9115,Ti 38.35%;  O 32.01%;  Fe 29.07%;  V 0.57%;  C 0%;,0,1.06,24765.24
19750,9186,Ti 41.8%;  O 33.2%;  Fe 24.31%;  Al 0.69%;,0.04,1.17,69652.22
19752,9518,Fe 35.3%;  Ti 35.19%;  O 29.51%;  C 0%;,1.63,1.2,40416.64
19754,9243,Ti 35.26%;  Fe 31.97%;  O 30.5%;  V 1.13%;  Mn 1.13%;  C 0%;,0,1.09,6447.55
19756,9437,Ti 35.87%;  O 32.93%;  Fe 30.65%;  V 0.54%;  C 0%;,0,1.06,2382.34
19758,9450,Ti 33.33%;  O 29.53%;  Fe 24.79%;  Mn 12.35%;  C 0%;,0,1.06,4182.94
19760,9265,O 37.31%;  Ti 35.77%;  Fe 24.15%;  Mn 2.77%;  C 0%;,0,1.05,7926.12
19762,9374,Ti 34.83%;  Fe 34.06%;  O 31.11%;  C 0%;,0,1.05,14300.95
19764,9996,Fe 72.75%;  O 27.25%;  C 0%;,0,1.06,10838.25
19766,9501,Fe 38.51%;  Ti 30.03%;  O 29.21%;  Mn 2.25%;  C 0%;,0,1.09,8639.44
19768,9164,Ti 33.97%;  O 33.87%;  Fe 29.93%;  Mn 2.24%;  C 0%;,0,1.09,9473.95
19769,6972,O 46.89%;  Al 23.15%;  Si 21.56%;  Fe 8.39%;  C 0%;,0,1.12,1547.83
19770,7099,O 46.97%;  Al 22.85%;  Si 20.03%;  Fe 8.32%;  Ti 1.83%;  C 0%;,0,1.08,2302.7
19772,9502,Ti 36.11%;  Fe 31.89%;  O 29.73%;  Mn 1.62%;  V 0.65%;  C 0%;,0,1.05,6149.76
19774,8919,O 45.72%;  Fe 34.46%;  Al 10.59%;  Si 7.43%;  Ti 1.8%;  C 0%;,7.7,1.94,8507.86
19775,9392,Ti 35.69%;  O 31.65%;  Fe 29.52%;  Mn 2.58%;  Nb 0.56%;  C 0%;,0,1.2,84649.18
19776,7150,O 47.24%;  Al 24.57%;  Si 24.41%;  Fe 2.68%;  K 1.1%;  C 0%;,0,1.12,1346.99
19777,5778,O 40.07%;  Al 23.06%;  Si 19.87%;  Fe 17%;  C 0%;,0.53,1.31,1939.11
