Grain ID,Spectrum Counts,Porosity,Roughness,Area µm²,Fe,O,Al,Si,C,Ti,V,Mn,Ce,P,La,Nd,Na,Zr,Bi,Sr,Au,Cl,As,Sn,Mg,Zn,Nb,Sb,U,Y,S,Eu,Pd,Cr,K,Ca,Yb,F,Sc,Cd,Ba,Dy,Pt,Pb,Ta,Th,Pr,Hf,Pm,Cu
27527,9532,0,1.14,12694.26,34.38,29.97,,,0,34.81,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27529,9682,0,1.12,9664.4,33.8,30.48,,,0,35.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27531,9534,0,1.09,28646.92,35.53,31.62,,,0,32.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27533,9574,0,1.41,40291.98,33.91,31.46,,,0,32.38,,1.74,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,
27534,2145,0,1.69,1499.35,18.13,15.76,,,0,64.04,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27535,2515,0,1.1,495.17,21.03,20.49,0.97,,,55.15,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27536,8630,0,1.25,16430.51,47.56,34.62,10.33,7.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27538,9954,0,1.1,17621.68,72.91,27.09,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27540,9020,0,1.1,14352.89,29.58,35.21,,,0,33.3,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27542,8687,0.83,2.96,12829.31,2.29,44.99,0.86,,0,51.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27543,9517,0.51,1.89,30551.41,33.99,31.81,,,0,34.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27544,9129,0,1.07,41.55,24.39,35.57,,,0,40.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27545,9571,0,1.06,51.94,27.02,33.67,,,0,37.3,,1.41,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,
27547,9942,0,1.07,3130.28,72.34,27.66,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27549,9481,0,1.08,45628.01,35.43,29.05,,,0,35.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27551,9116,0,1.06,17164.61,26.49,33.83,,,0,39.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27553,9489,0,1.08,1727.89,35.54,30.11,,,0,34.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27555,8971,1.52,1.42,14356.36,15.96,37.69,0.89,,0,45.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27557,9628,2,1.41,4910.11,34.99,30.52,,,0,34.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27559,9594,1.06,1.14,15159.7,38.12,29.2,,,0,32.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27561,8802,0,1.79,1966.81,46.82,41.98,5.38,4.63,0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27562,8994,0,1.15,30783.41,25.52,34.31,,,0,38.08,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27564,9585,0,1.08,5706.53,72.83,27.17,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27565,6695,0,1.09,519.41,11.41,46.22,24.15,18.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27567,9276,1.23,1.5,12763.51,54.73,33.72,5.83,4.55,0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27569,9605,0,1.08,10149.18,32.52,30.29,,,0,33.79,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27571,9450,0,1.06,8390.12,35.48,28.36,,,0,34.67,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27573,9605,0,1.08,13487.22,72.28,27.72,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27575,8328,0,1.06,363.58,5.22,51.79,21.29,17.2,0,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27662,7316,0,1.05,460.54,63.03,28.24,6.06,0.85,0,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27663,9548,0.22,1.27,79694.06,73.28,25.34,,,0,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27664,9288,0.35,1.19,23490.96,35.05,29.28,0.52,,0,34.42,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27699,9335,0,1.07,42238.02,34.46,30.56,,,,34.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27712,8941,0.89,1.51,67685.41,54.15,33.52,6.84,5.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27734,8908,1.76,1.66,23151.62,55.59,34.15,5.59,4.66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27743,9013,0,1.07,4626.17,26.09,35.53,,,0,38.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27763,9163,0.38,1.06,65964.45,34.93,30.2,,,0,34.58,0.09,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,
27765,8536,1.72,1.8,14664.54,53.45,34.73,6.51,5.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27766,10070,0,1.12,1914.87,0.92,49.95,,49.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27767,10080,1.05,1.29,650.99,,49.87,,50.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27769,8942,0,1.13,18438.88,28.28,34.67,,,0,36.16,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27771,9212,0,1.05,20429.93,32.96,29.69,,,0,37.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27773,9082,0.45,1.24,33421.99,27.36,35.27,,,0,37.32,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27775,9451,0,1.08,12687.34,34.9,32.11,,,0,32.74,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27777,9486,0.88,2.2,328610.29,59.85,29.72,0.63,,0,8.59,,,,,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,
27778,3635,0,1.59,716.78,83.92,7.89,0.92,1.05,0,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27779,3814,0,1.03,398.21,81.21,14.35,,0.57,0,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27781,9280,0.47,1.12,103617.85,25.82,34.27,0.07,,0,39.56,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27783,9363,0.42,1.82,10789.78,61.23,29.27,0.2,,0,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27784,6692,0,1.02,20.78,8.21,45.82,26.87,18.21,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27785,6462,0.45,1.1,772.18,9.65,45.1,26.04,18.55,0,0.44,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,
27787,8664,0,1.06,36915.85,30.48,29.11,0.56,,0,39.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27789,8892,0,1.07,27331.1,26.7,35.26,0.28,,0,37.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27791,9520,0.16,1.12,21565.7,63.18,28.89,,,0,7.83,0.05,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
27793,8871,0,1.06,21004.74,21.9,35.32,,,0,39.65,0.28,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27795,9267,0,1.05,3545.81,73.48,26.52,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27797,9493,0,1.08,36424.15,35.01,29.69,,,0,33.86,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27799,9254,0,1.09,876.06,32.9,29.95,,,0,34.97,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27801,9164,0,1.1,13864.65,35.24,31.31,,,0,32.22,,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27803,9008,1.42,1.11,3833.21,25.89,34.76,,,0,36.85,0.38,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27805,9475,0,1.08,21316.39,71.81,28.19,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27807,9450,0,1.05,2541.62,30.63,30.96,,,0,37.86,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27809,9540,0,1.29,11700.47,33.3,31.84,,,0,32.82,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27810,9191,0,1.63,1471.65,3.14,42.31,,,0,54.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27812,9138,0,2.04,1433.56,6.07,41.96,2.22,,0,49.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27813,9485,0,1.09,5730.77,28.59,28.59,,,0,33.3,,4.52,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27815,9775,0,1.11,5076.32,35.14,30.75,,,0,34.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27817,9571,0,1.14,23338.6,59.89,28.79,,,0,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27819,10090,0,1.09,113358.43,71.9,27.43,,,0,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27821,9173,0,1.07,401.67,24.87,36.44,0.51,,0,38.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27823,9331,0,1.07,31424.01,30.83,32.18,,,0,36.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27825,9708,0.54,1.14,49371.19,32.1,31.69,,,0,35.08,,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27827,9686,0,1.05,9359.68,33.85,29.21,,,0,35.19,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27829,9275,1.71,1.76,38806.49,25.71,34.82,,,0,39.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27831,9106,0,1.07,15596,34.95,30.31,,,0,34.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27833,9777,0,1.07,3254.94,33.84,30.89,,,0,34.66,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27835,9359,3.48,1.27,3168.37,31.9,32.41,,,0,34.36,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27837,9558,0,1.04,4449.57,33.53,30.58,,,0,35.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27839,9476,0,1.06,9487.8,36.23,28.16,,,0,33.33,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27841,9559,1.73,1.5,12375.69,33.79,31.15,,,0,32.52,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27842,7023,0.33,1.13,1059.59,8.29,46.24,23.35,22.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27844,9582,6.95,1.58,3757.03,3.6,44.54,18.86,19.85,,,,,,,,,,,,,,,,,,,,,,,,,,,13.15,,,,,,,,,,,,,,,
27846,9393,0,1.07,5239.07,34.24,30.67,,,0,33.3,,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27848,9489,3.37,1.35,6447.55,31.51,29.35,,,0,35.84,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27938,9195,0,1.08,3268.79,30.58,32.01,,,0,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27939,9522,6.29,1.32,3251.48,31.61,31.1,,,0,35.87,,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27942,9756,0,1.04,141.97,33.37,28.3,,,0,31.64,,6.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27943,8606,3.33,2.29,3445.39,10.53,40.32,,,0,49.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27944,9550,0,1.08,696,26.56,31.66,,,0,34.93,0.61,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27945,9792,0,1.08,31.16,29.35,30.43,,,0,35,,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27946,9910,0,1.08,214.69,27.98,31.56,,,0,34.8,,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27947,9379,0,1.21,117586.39,31.42,32.09,,,0,36.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27956,9416,0,1.24,6322.89,34.47,31.37,,,0,33.13,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27957,8540,0,3.94,10242.67,12.43,38.6,1.53,,0,46.67,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27958,7046,0,1.13,263.17,12.97,45.52,22.34,17.52,0,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27959,8627,0,1.53,1502.81,13.48,35.49,1.29,,0,49.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27960,8927,0.49,1.51,23103.14,32.75,31.22,,,,35.31,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,
27961,9009,0,1.91,13556.47,31.66,31.35,,,,34.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,
27962,9241,0,1.13,1686.34,28.62,34.3,,,0,36.01,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,
27963,9001,0,1.36,6312.5,19.66,36.05,,,0,44.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27964,9534,0,1.23,105892.85,71.58,27.47,0.95,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27965,9544,0,1.07,817.2,2.49,45.44,21.58,20.28,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,
27969,9696,0,1.14,43661.19,70.82,27.1,,,0,,,,,,,,1.31,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,
27977,9136,0,1.1,5917.76,28.69,34.51,,,0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27997,9189,0.75,1.12,84645.72,34.88,30.72,,,0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27998,6126,0,1.02,349.73,7.76,45.19,24.45,21.59,0,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28000,9460,0.02,1.1,112246.9,35.33,29.37,,,0,35.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28002,9584,0,1.08,8978.78,32.71,31.42,,,0,35.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28004,8662,5.06,1.05,9359.68,46.08,37.36,9.64,6.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28005,9257,0,1.03,450.15,66.04,30.26,2.74,0.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28007,9761,0,1.18,12393.01,72.37,27.63,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28009,8715,0.35,3.07,1970.28,12.12,40.83,,0.08,0,46.49,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28010,9587,0.94,1.15,32937.21,29.94,30.62,,,0,34.39,,5.03,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
28011,8694,0,1.05,38.09,10.71,41.07,,,0,48.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28012,8694,0,1,10.39,10.71,41.07,,,0,48.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28013,8694,0,1,10.39,10.71,41.07,,,0,48.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28014,8694,0,1,10.39,10.71,41.07,,,0,48.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28015,8694,0,1.03,20.78,10.71,41.07,,,0,48.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28017,9194,0,1.13,12766.98,33.89,29.2,,,0,34.59,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,,,,,
28019,8319,62.56,1.48,14290.57,10.13,40.69,1.13,,0,48.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28020,8736,0.54,1.52,15318.99,15.34,40.39,,,0,44.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28021,9227,29.28,1.32,22981.94,5.64,38.01,,,0,56.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28022,8939,0,1.22,619.82,11.12,38.78,,,0,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28023,9009,6.07,1.62,5682.29,33.06,33.97,,,0,32.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28024,9102,0,1.29,1305.44,20.76,36.73,,,0,42.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28025,8548,0.74,2.38,7870.72,16.13,37.82,0.13,,0,45.44,0.34,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28026,8838,0,1.18,256.24,21.2,38.94,,,0,39.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28027,8606,0,1,128.12,17.33,37.84,,,0,44.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28028,8554,0,1.19,453.61,14.07,35.13,,,0,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28029,8895,0,1.57,855.29,26.43,34.93,,,0,38.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28030,8165,0,0,6.93,13.95,40.78,,,0,44.88,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28031,8623,0,1,48.48,17.8,39.89,,,0,41.57,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28032,8924,0,1.5,31.16,13.14,38.78,,,0,48.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28033,8768,0,1.31,176.6,21.87,38.62,,,0,39.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28034,8275,0,1,34.63,9.09,40.96,1.42,,0,48.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28035,8932,0,1.15,650.99,28.15,37.68,,,0,34.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28036,9195,0,1.08,11447.69,34.53,30.63,,,0,34.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28038,9338,0,1.04,13740,33.15,30.16,,,0,36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28040,9227,0,1.09,509.02,34.08,29.88,,,0,36.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28042,7925,8.33,1.17,4189.87,35.2,42.95,11.97,9.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28043,8560,0,1.29,62.33,53.22,38.48,3.63,1.52,0,,,,,,,,,,,,,,,,,,,,,,,3.16,,,,,,,,,,,,,,,,,,
28044,8682,0,1.26,51.94,53.88,38.24,4.94,2.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28045,8565,0,1,214.69,54.88,39.06,3.95,2.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28047,9532,0.17,1.13,85144.35,35.42,30.14,,,0,34.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28049,9266,0,1.05,5813.87,31.76,29.59,,,0,38.33,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28051,9183,1.82,1.08,10111.09,33.44,31.54,,,0,34.19,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28053,9221,0,1.05,11049.48,35.72,29.35,,,0,34.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28055,9188,0,1.05,6745.34,51.56,31.13,,,0,17.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28057,8361,5.82,1.07,8123.5,25.08,34.31,,,0,39,,0.69,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
28058,8440,0,1.08,502.09,12.56,38.45,0.33,,0,48.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28060,9309,0,1.12,1295.05,71.87,28.13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28062,8206,0.88,1.53,1565.14,11.44,37.35,1.18,,0,49.51,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28063,8975,0.62,1.11,29775.76,29.69,33.2,,,0,37.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28064,8216,0,1.04,24.24,9.97,39.98,1.01,,0,49.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28065,8216,0,0,3.46,9.97,39.98,1.01,,0,49.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28066,8216,0,0,3.46,9.97,39.98,1.01,,0,49.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28067,8981,0,0,3.46,28.87,33.7,,,0,37.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28069,9205,0,1.14,4158.7,32.35,30.85,,,0,34.43,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28071,9620,1.99,1.36,12098.68,33.2,30.23,,,0,34.12,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28073,9333,0,1.06,2680.13,34.77,36.34,,,0,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28075,9190,0,1.06,2915.59,23.64,35.25,,,0,38.44,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28077,9092,0,1.07,9785.59,22.18,36.74,,,0,41.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28079,9619,0.53,1.22,16880.67,33.19,30.91,,,0,32.78,,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28080,6740,8.31,1.42,1336.6,7.73,47.02,25.28,19.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28082,9687,0,1.14,25873.3,33.82,29.76,,,0,36.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28084,9523,0.14,1.21,22909.23,32.65,31.27,,,0,34.41,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28086,9220,2.32,1.2,9487.8,32.47,32.28,,,0,33.72,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28088,9136,3.85,1.38,22628.75,26.45,34.09,,,0,37.42,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28090,9834,0,1.15,18321.15,32.31,31.11,,,0,34.49,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28091,6949,0,1.17,588.66,12.21,44.12,23.97,19.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28093,9531,1.61,1.41,11416.52,30.29,33.86,,,0,35.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28095,9690,1.18,1.99,34325.75,32.88,29.08,,,0,35.09,,,,,,,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,,,
28096,8712,0.95,2.11,5041.69,21.47,35.06,,,0,43.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28097,10714,2.5,1.22,1215.41,,50.14,,49.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28098,8572,0,1.08,211.22,10.64,38.84,,,0,50.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28100,9337,0.31,1.18,42871.7,27.08,34.14,,,0,38.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28102,9459,0,1.07,8511.32,27.83,33.89,,,0,35.35,,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28104,9384,0,1.05,7011.97,31.95,31.12,,,0,35.17,0.52,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28106,8748,0,1.28,1180.78,30.63,42.73,15.54,11.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28107,9514,0.95,1.36,91584.97,36.03,30.19,,,0,31.65,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28109,9260,0,1.11,3379.6,33.75,29.51,,,0,34.88,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28111,8349,0.7,2.56,4757.75,62.55,31.57,3.36,2.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28112,9745,2.61,1.44,12126.38,72.2,27.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
